learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),model training instances,model serialized size (bytes),ensemble size,change detections,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (nodes),[err] tree size (nodes),[avg] tree size (leaves),[err] tree size (leaves),[avg] active learning leaves,[err] active learning leaves,[avg] tree depth,[err] tree depth,[avg] active leaf byte size estimate,[err] active leaf byte size estimate,[avg] inactive leaf byte size estimate,[err] inactive leaf byte size estimate,[avg] byte size estimate overhead,[err] byte size estimate overhead
3.0,0.043159866,8.974372796341777E-10,3.0,100.0,?,3.0,80376.0,10.0,0.0,1.7000000000000002,0.36666666666666664,1243.2,183.27664578142213,0.8,0.13333333333333333,0.8,0.13333333333333333,0.8,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6.0,0.140383364,3.0188397258437344E-9,6.0,66.66666666666666,0.0,6.0,84344.0,10.0,0.0,4.8999999999999995,0.7810249675906654,1472.0,151.1743658458301,0.8999999999999999,0.09999999999999999,0.8999999999999999,0.09999999999999999,0.8999999999999999,0.09999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9.0,0.171337466,3.7137928348696894E-9,9.0,66.66666666666666,0.0,9.0,86784.0,10.0,0.0,8.600000000000001,0.7180219742846006,1716.0,22.22311109333404,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12.0,0.183246812,3.982230397765007E-9,12.0,58.333333333333336,0.0,12.0,87128.0,10.0,0.0,12.2,1.3727506854649334,1750.4,13.534482709812826,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
15.0,0.194515552,4.2363919057324525E-9,15.0,60.0,-12.50000000000002,15.0,87184.0,10.0,0.0,16.5,1.3682917167849193,1756.0,14.811407015465402,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
18.0,0.205796704,4.49585308133314E-9,18.0,55.55555555555556,-19.999999999999964,18.0,88904.0,10.0,0.0,19.4,1.521694961401777,1760.0,14.990367277392204,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
21.0,0.217087462,4.755652027490237E-9,21.0,57.14285714285714,-17.391304347826082,21.0,88944.0,10.0,0.0,22.000000000000004,1.8257418583505531,1764.0,14.072826455422685,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
24.0,0.228565292,5.019779231829775E-9,24.0,58.333333333333336,-21.21212121212124,24.0,88952.0,10.0,0.0,25.700000000000003,2.1450200724261554,1764.8,14.221111067704937,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
27.0,0.239297742,5.266798215727838E-9,27.0,59.25925925925925,-19.27710843373491,27.0,88968.0,10.0,0.0,28.299999999999997,2.1189620100417095,1766.4,13.79468496680273,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
30.0,0.24955356,5.502846996891828E-9,30.0,60.0,-21.621621621621625,30.0,88968.0,10.0,0.0,30.099999999999998,2.1676920650518814,1766.4,13.79468496680273,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
