learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),model training instances,model serialized size (bytes),ensemble size,change detections,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (nodes),[err] tree size (nodes),[avg] tree size (leaves),[err] tree size (leaves),[avg] active learning leaves,[err] active learning leaves,[avg] tree depth,[err] tree depth,[avg] active leaf byte size estimate,[err] active leaf byte size estimate,[avg] inactive leaf byte size estimate,[err] inactive leaf byte size estimate,[avg] byte size estimate overhead,[err] byte size estimate overhead
7.0,0.03307544,1.0369278596507176E-9,7.0,71.42857142857143,0.0,7.0,121184.0,10.0,0.0,5.0,0.6992058987801011,4840.8,59.22702086041472,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
14.0,0.058749121,1.8475993559944132E-9,14.0,64.28571428571429,0.0,14.0,122056.0,10.0,0.0,12.8,1.133333333333333,4928.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
21.0,0.07430109,2.3454270856661926E-9,21.0,76.19047619047619,22.22222222222221,21.0,123736.0,10.0,0.0,18.400000000000002,1.024152766382481,4928.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
28.0,0.087851029,2.779168650452047E-9,28.0,75.0,37.17948717948718,28.0,123736.0,10.0,0.0,23.7,1.5849991237291652,4928.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
35.0,0.101055619,3.201855389407525E-9,35.0,77.14285714285715,44.22310756972113,35.0,123736.0,10.0,0.0,29.000000000000004,2.0000000000000004,4928.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
42.0,0.112682416,3.5790892468392846E-9,42.0,78.57142857142857,42.900302114803615,42.0,125416.0,10.0,0.0,32.300000000000004,2.3048258550750034,4928.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
49.0,0.124038701,3.947546285922743E-9,49.0,81.63265306122449,54.01459854014598,49.0,125416.0,10.0,0.0,38.0,2.6624967396954475,4928.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
56.0,0.131542839,4.19101961090126E-9,56.0,83.92857142857143,59.87261146496815,56.0,125416.0,10.0,0.0,42.800000000000004,3.3559234529741913,4928.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
63.0,0.137757752,4.392663761443562E-9,63.0,85.71428571428571,61.5071283095723,63.0,125416.0,10.0,0.0,45.199999999999996,3.811677962379415,4928.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
70.0,0.144814792,4.621630898416042E-9,70.0,82.85714285714286,55.17609391675562,70.0,125416.0,10.0,0.0,56.1,3.397548135543238,4928.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
