learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),model training instances,model serialized size (bytes),ensemble size,negative weights,KL-div
4952.0,3.826060401,1.1813594593057842E-6,4952.0,64.1,19.12592926334762,4952.0,1193528.0,10.0,0.0,0.0
9904.0,6.398820486,2.3734999013371265E-6,9904.0,68.0,33.35638091826578,9904.0,1791144.0,10.0,0.0,0.0
14856.0,8.615016121,3.877522445089806E-6,14856.0,73.5,45.92498877688447,14856.0,2623304.0,10.0,0.0,0.0
19808.0,10.610485957,5.410038429164379E-6,19808.0,71.6,41.13818846557205,19808.0,2968672.0,10.0,0.0,0.0
24760.0,12.728469751,7.444935825101412E-6,24760.0,74.6,49.07451961633464,24760.0,3713832.0,10.0,0.0,0.0
29712.0,14.631343126,9.629989641976856E-6,29712.0,74.3,46.16448112614689,29712.0,4438688.0,10.0,0.0,0.0
34664.0,16.616131592,1.2291001500521263E-5,34664.0,76.8,53.37170788178924,34664.0,5182448.0,10.0,0.0,0.0
39616.0,18.681517092,1.5371811783579484E-5,39616.0,75.3,48.898948187257425,39616.0,5765888.0,10.0,0.0,0.0
44568.0,20.57330437,1.85773592518584E-5,44568.0,76.2,51.77500405252067,44568.0,6549864.0,10.0,0.0,0.0
49520.0,22.527510125,2.2308617851499262E-5,49520.0,73.4,47.030523163193784,49520.0,7380528.0,10.0,0.0,0.0
54472.0,24.357652651,2.61007455981959E-5,54472.0,77.4,53.98329552904957,54472.0,8009408.0,10.0,0.0,0.0
59424.0,26.224325779,3.0217260816456288E-5,59424.0,78.4,55.9923720111486,59424.0,8524400.0,10.0,0.0,0.0
64376.0,28.109283547,3.4668543360616626E-5,64376.0,75.5,49.7188359397447,64376.0,9128216.0,10.0,0.0,0.0
69328.0,30.281235405,4.029726955487782E-5,69328.0,78.10000000000001,55.754000323258445,69328.0,1.0017568E7,10.0,0.0,0.0
74280.0,32.523509182,4.6524855197307187E-5,74280.0,78.5,56.052491721515885,74280.0,1.0735776E7,10.0,0.0,0.0
79232.0,34.60686351,5.259064181115538E-5,79232.0,76.6,51.81695384311272,79232.0,1.1254504E7,10.0,0.0,0.0
84184.0,36.819380554,5.934150827753337E-5,84184.0,77.0,53.576806165000136,84184.0,1.1794384E7,10.0,0.0,0.0
89136.0,39.046046417,6.652458485812549E-5,89136.0,75.6,50.39702707427841,89136.0,1.2469752E7,10.0,0.0,0.0
