learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),model training instances,model serialized size (bytes),ensemble size,change detections,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (nodes),[err] tree size (nodes),[avg] tree size (leaves),[err] tree size (leaves),[avg] active learning leaves,[err] active learning leaves,[avg] tree depth,[err] tree depth,[avg] active leaf byte size estimate,[err] active leaf byte size estimate,[avg] inactive leaf byte size estimate,[err] inactive leaf byte size estimate,[avg] byte size estimate overhead,[err] byte size estimate overhead
1.0,0.027702749,7.941873519536521E-10,1.0,0.0,0.0,1.0,110816.0,10.0,0.0,1.1,0.3144660377352201,3355.2000000000003,873.9779402250379,0.6,0.1632993161855452,0.6,0.1632993161855452,0.6,0.1632993161855452,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2.0,0.054155371,1.588230556572477E-9,2.0,0.0,0.0,2.0,116032.0,10.0,0.0,1.6,0.3711842908553348,3878.3999999999996,815.0964932652656,0.7,0.15275252316519466,0.7,0.15275252316519466,0.7,0.15275252316519466,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3.0,0.072841285,2.215188713545601E-9,3.0,33.33333333333333,0.0,3.0,129696.0,10.0,0.0,2.3000000000000003,0.44845413490245695,5248.0,584.2020959299007,0.8999999999999999,0.09999999999999999,0.8999999999999999,0.09999999999999999,0.8999999999999999,0.09999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4.0,0.086142728,2.6628886533963185E-9,4.0,25.0,0.0,4.0,130104.0,10.0,0.0,2.9,0.6403124237432849,5287.200000000001,587.2402650439501,0.8999999999999999,0.09999999999999999,0.8999999999999999,0.09999999999999999,0.8999999999999999,0.09999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5.0,0.101998127,3.225623218889038E-9,5.0,40.0,0.0,5.0,137192.0,10.0,0.0,4.5,0.7340905181848414,5996.0,148.4078464532414,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6.0,0.115738862,3.7226893389162917E-9,6.0,50.0,18.18181818181818,6.0,139832.0,10.0,0.0,5.3,0.775313556640867,6090.399999999999,135.1821158454196,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7.0,0.123957407,4.021965293635925E-9,7.0,57.14285714285714,27.58620689655172,7.0,140760.0,10.0,0.0,5.8999999999999995,0.7218802609235905,6181.600000000001,112.24766268291643,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.0,0.131269133,4.288295356978973E-9,8.0,62.5,33.33333333333333,8.0,140800.0,10.0,0.0,6.700000000000001,0.931545907498808,6185.6,112.78959762909584,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9.0,0.138521728,4.554032611317105E-9,9.0,66.66666666666666,37.20930232558139,9.0,141632.0,10.0,0.0,7.4,0.9333333333333332,6268.8,79.38608890171572,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
10.0,0.145455293,4.808109210336374E-9,10.0,70.0,39.99999999999999,10.0,141648.0,10.0,0.0,7.799999999999999,1.0088497300281036,6270.4,79.4988749046872,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
